"Id","Regiao","Prima","CustoProduto","Pmaquinabase","Pmaquina1","Pmaquina2","Pmaquina3","Cmaquina1","Cmaquina2","Cmaquina3","Resposta"
1452,"554",6770,175320,2022.47,3253.08,3828.76,3992.06,2108.73013409041,2022.47,1718.37793635537,0
2789,"554",1740,33447,894.54,1490.04,1288.55,1353.12,939.365926661751,894.54,1034.4188286058,0
3414,"552",1623,15159,398.2,939.02,737.65,868.09,468.614435030163,398.2,506.904038500644,0
3371,"554",1876,33523,1082.31,1712.11,1817.43,1941.13,1155.97542150179,1082.31,1019.5901762929,0
1941,"552",2536,28398,1418.75,1981.35,2091.7,2247.2,1524.2219247502,1418.75,1343.90223860974,0
2735,"559",3173,75010,955.52,2332.18,2640.55,2822.49,1021.35753717975,955.52,843.931996591619,0
1645,"554",1582,14637,1208.26,2000.36,2274.44,2540.29,1349.48857538559,1208.26,1062.65936828406,0
964,"560",1606,29059,886.77,1270.18,1202.73,1271.04,937.134802324711,886.77,936.500726347559,0
2887,"556",1669,17025,600.83,1033.27,1188.34,1275.35,644.822643771985,600.83,522.425916909302,0
2170,"558",1749,55157,1365.19,1791.46,2152.52,2282.71,1447.76023679222,1365.19,1136.19537909055,0
3512,"553",1682,16489,1086.43,2259.5,2403.67,2713.01,1226.24796843993,1086.43,1021.26688979768,0
3310,"556",1669,28695,1372.03,1984.15,2199.73,2358.86,1471.28360562433,1372.03,1237.5670307265,0
1796,"557",2263,48214,948.43,1434.83,1574.2,1669.72,1005.97925269978,948.43,864.461832613391,0
3406,"560",4159,94424,1838.47,2511.05,3193.96,3304.23,1901.94233118135,1838.47,1445.3813114441,0
3577,"552",1749,38232,592.55,986.8,898.36,935.82,617.258271739614,592.55,650.884211229351,0
2591,"552",1450,91768,2183.63,2533.98,2750.91,2844.14,2257.63453846182,2183.63,2011.43430624775,0
1960,"553",6291,90594,925.95,2962.7,2918.73,3143.17,997.152275647285,925.95,939.899225005396,0
274,"554",4088,61565,1419.02,2918.91,3940.98,4117.4,1482.54316134565,1419.02,1051.00550325046,0
532,"556",3669,82880,1238.28,1911.21,2295.12,2472.41,1333.93280299069,1238.28,1031.15005699048,0
2746,"559",1876,38589,820.56,1281.38,1425.61,1533.75,882.803782240585,820.56,737.54334832107,0
3968,"559",1460,22426,611.56,919.5,914.49,1092.79,730.797113582434,611.56,614.910409080471,2
1251,"557",1350,40728,542.01,1130.42,1168.59,1224.37,567.881621184504,542.01,524.306167432547,0
132,"553",3338,17980,1026.61,1433.55,1932.32,2215.39,1177.00045949946,1026.61,761.621659714747,1
3310,"553",2209,45329,1953.08,3525.69,4039.36,4341.19,2099.01849926721,1953.08,1704.71426790383,0
2289,"556",2920,14846,1627.42,2190.76,2846.42,3165.66,1809.94315568328,1627.42,1252.55114817912,0
2492,"556",1482,33785,746.28,1062.59,1076.96,1150.14,796.9901195959,746.28,736.322300921111,0
2589,"553",3236,33277,1355.9,2545.49,2720.69,2999.17,1494.68502585741,1355.9,1268.58623768235,0
3147,"554",1666,32744,1757.26,2871.74,3589.31,3852.63,1886.17661717712,1757.26,1405.9509578164,0
3310,"554",2057,62616,1997.28,2885.39,3591.1,3866.37,2150.37828899223,1997.28,1604.78174910195,0
978,"554",2087,37017,931.72,1654.27,1643.09,1741.71,987.642820052462,931.72,938.059658570133,0
3673,"554",2070,22345,721.1,1198.09,1252.69,1401.12,806.542426298605,721.1,689.669989382848,0
236,"555",2417,23330,729.02,1253.23,1155.64,1237.38,780.584583088159,729.02,790.583343082621,0
2540,"553",3440,99366,687.58,3011.02,2914.32,3017.24,711.86207389717,687.58,710.394579730435,0
3600,"554",2880,48281,1490.23,2090.24,2346.48,2496.58,1585.55726594729,1490.23,1327.49409975794,0
292,"552",2070,20271,743.95,1244.84,1138.27,1254.03,819.608369279696,743.95,813.60197316981,0
2098,"555",1691,17533,645.56,1242.6,1128.92,1253.72,716.925453707969,645.56,710.566608794246,0
4085,"553",1773,24299,709.69,1195.33,1594.31,1696.48,755.169879885342,709.69,532.088331441188,3
3338,"560",2029,24339,1058.89,1963.67,2586.79,2918.38,1194.62476590678,1058.89,803.818835815818,0
1181,"553",2296,30939,1416.38,2218.93,2895.97,3130.92,1531.29088685311,1416.38,1085.24883662469,0
2114,"554",10142,102657,934.29,2052.72,2839.96,3176.39,1044.96873656671,934.29,675.303796109804,0
3310,"554",1623,18675,670.21,1505.09,1459.73,1631.83,749.226764059107,670.21,691.036266227316,0
3516,"558",8234,179854,2946.62,5053.1,5116.71,5235.92,3015.27086553664,2946.62,2909.98816075173,0
439,"559",1935,28586,1444.13,2288.32,2662.57,2876.34,1560.07499678882,1444.13,1241.14354236696,0
3310,"554",3017,34677,1104.81,1575.01,1577.67,1745.42,1222.28189050942,1104.81,1102.94725646048,0
1950,"553",1876,37154,1116.08,4093.17,4964.95,5394.24,1212.58086772274,1116.08,920.111012920573,0
4070,"552",2901,52189,838.78,1208.26,1247.57,1394.33,937.451299245734,838.78,812.350667938472,3
3310,"30",1728,31480,1014.29,1455.36,1716.05,1871.21,1105.99900405,1014.29,860.206342705632,0
3310,"556",1610,35246,849.01,1295.96,1357.61,1431.05,894.93725038855,849.01,810.455874367455,0
2571,"558",2901,43464,1210.8,1526.08,1704.5,1807.64,1284.06600880023,1210.8,1084.0584711059,0
3486,"560",2238,43874,992.67,1209.98,1673.81,1885.97,1118.49364019811,992.67,717.590913305572,0
1722,"554",1606,26212,906.06,1373.8,1447.1,1530.17,958.071888743003,906.06,860.165315458503,0
3677,"553",3531,30320,693.15,1066.78,1061.5,1174.84,767.160005652379,693.15,696.597792746114,0
1199,"554",2263,24220,955.84,1653.8,1871.94,2019.36,1031.11481265425,955.84,844.454518841416,0
4092,"553",2076,35084,551.66,1139.89,992.39,1089.99,605.914895756709,551.66,633.653822992977,3
3958,"552",1477,52852,1260.1,1283.45,1294.23,1324.34,1289.41597243148,1260.1,1249.60427821948,2
3453,"553",2237,40988,1385.28,2605.67,3224.21,3422.83,1470.61697048269,1385.28,1119.52463940004,0
3827,"553",994,23642,644.96,1127.58,1435.63,1599.78,718.704755960798,644.96,506.567846032752,2
761,"556",3674,81876,1521.91,2688.72,3666.65,3993.45,1657.55430420138,1521.91,1116.00230597412,0
3774,"556",1790,46599,874.95,1300.13,1392.69,1453.94,913.429982982573,874.95,816.799677961355,2
1490,"554",1810,40192,745.77,1598.12,1709.09,1797.29,784.256512705592,745.77,697.347683504087,0
1395,"554",1672,19622,826.14,1988.32,2152.6,2354.97,903.806984948434,826.14,763.091463718294,0
4075,"554",1645,73186,1165.05,1612.93,1348.45,1430.61,1236.03558196448,1165.05,1393.55860172791,3
391,"558",1747,20093,1116.03,2041.61,2002.46,2333.83,1300.71227135623,1116.03,1137.84944932733,0
924,"555",1900,37344,919.93,1400.46,1539.81,1603.21,957.807116007819,919.93,836.678010793539,0
101,"559",1829,27917,1085.15,1324.04,1485.26,1655.46,1209.50030230397,1085.15,967.360600837564,1
3310,"553",1939,38492,1066.4,1854.17,2083.63,2247.32,1150.17639792094,1066.4,948.962573969467,0
1530,"552",1514,34933,1075.76,1834.35,1936.46,2092.66,1162.53365501998,1075.76,1019.03491732336,0
2599,"558",1582,16087,1743.77,2352.49,2727.98,3077.16,1966.97163952815,1743.77,1503.75057269481,0
4067,"30",1226,19925,409.78,855.7,695.45,759,447.225566180171,409.78,504.204106693508,3
4068,"556",1833,36560,1013.17,1517.76,1523.75,1624.67,1080.27360387203,1013.17,1009.18713647252,3
2173,"554",3438,23782,1314.17,2034.61,2361.89,2632.89,1464.95605269509,1314.17,1132.069412081,0
2967,"553",1482,33169,477.24,1070.56,990.65,1050.09,505.874881744309,477.24,515.736187755514,0
3310,"558",2862,16554,624.23,1096.71,1246.41,1407.74,705.02767163293,624.23,549.256892435073,0
553,"556",2536,33921,2897.81,3842.53,5320.61,5628.32,3065.4007678067,2897.81,2092.79046186434,0
1646,"556",1954,87964,1555.69,1903.76,2288.58,2384.37,1620.80441378497,1555.69,1294.10393973556,0
2154,"555",4093,44551,883.23,1098.87,1613.09,1821.88,997.550708515954,883.23,601.67439516704,0
1304,"557",1623,18675,878.2,1453.77,1659.56,1913.48,1012.56847357131,878.2,769.300786955579,0
1946,"553",1460,23725,674.45,1333.89,1408.15,1521.61,728.793001100735,674.45,638.882299826013,0
3637,"557",4193,22098,1328.68,2737.9,4007.18,4262.95,1413.48689252791,1328.68,907.818708418389,0
941,"552",2908,43546,717.84,1558.52,1619.42,1950.14,864.438192439268,717.84,690.844868409677,0
1190,"552",2634,40507,1491.64,1867.67,2063.26,2308.28,1668.77794325485,1491.64,1350.23762337272,0
2508,"560",3270,79332,793.3,1727.27,1758.9,1866.81,841.969624765478,793.3,779.03422081983,0
3310,"554",3366,53012,1099.86,2341.65,2558.89,2740.25,1177.81200637777,1099.86,1006.48608146501,0
3310,"552",1327,40496,1632.44,2685.56,3055.2,3226.9,1724.1819311338,1632.44,1434.93570515842,0
2614,"555",3701,75058,1779.29,2454.22,3296.72,3496.29,1887.00096887209,1779.29,1324.57991694775,0
631,"554",2199,19152,718.98,975.35,994.19,1144.14,827.421093754715,718.98,705.355257043422,0
1495,"555",2035,35388,621.69,1077.93,1016.76,1072.38,655.698416735513,621.69,659.091921102325,0
649,"553",3709,37603,777.22,1473.25,1722.48,1918.02,865.451851051972,777.22,664.762066903534,0
2076,"558",2121,40615,771.36,1262.19,1098.14,1232.13,865.477805015754,771.36,886.592673429617,0
2969,"560",2651,51818,795.79,1838.44,1807.02,1997.39,879.626671591903,795.79,809.626992285642,0
2353,"556",5073,30412,1279.62,1957.45,2367.91,2679.34,1447.91696086422,1279.62,1057.80716707983,0
3891,"559",1268,32908,1235.91,1823.77,1674.6,1799.21,1327.87628753135,1235.91,1346.00237710498,2
1617,"553",1876,33592,626.93,1296.06,1024.56,1100.26,673.250958265011,626.93,793.061310025767,0
1059,"557",1935,23088,1170.67,1833.9,1780.02,1966.97,1293.62185250728,1170.67,1206.10538814171,0
3310,"554",2462,44563,1001.23,1378.15,1458.22,1598.27,1097.38988088217,1001.23,946.253051322846,0
2948,"554",1743,19906,1219.15,2141.75,2806.37,3059.98,1329.32386570552,1219.15,930.424182306681,0
2743,"552",6521,149116,2403.74,3182.32,4001.56,4283.28,2572.96940873059,2403.74,1911.62193664471,0
1158,"554",1854,26251,616.56,961.83,1147.56,1183.45,635.842946774025,616.56,516.771153403744,0
1129,"553",2113,51718,854.9,1125.41,1265.79,1369.71,925.086372147039,854.9,760.088963414152,0
3776,"557",1482,35649,634.32,1033.54,1067.78,1129.07,670.729628200566,634.32,613.979558335987,2
549,"552",1846,36055,1257.88,1725.22,1915.57,2026.55,1330.75623130452,1257.88,1132.88458975657,0
1108,"554",3669,82027,1101.66,2285.24,2537.41,2654.48,1152.48794510938,1101.66,992.176076550498,0
4166,"558",2321,27235,562.29,882.63,797.47,843.95,595.062692640475,562.29,622.335664915295,3
3310,"30",2634,38254,1667.43,2067.38,2521.39,2726.57,1803.11836530644,1667.43,1367.1869220549,0
203,"552",3294,88021,1215.66,2127.56,2298.6,3810.36,2015.184128426,1215.66,1125.20211850692,0
144,"552",2224,45528,1600.21,1953.65,2174.17,2261.77,1664.68444128104,1600.21,1437.90516219983,1
1568,"554",3572,79814,978.83,1808.81,2351.83,2493.87,1037.94694858897,978.83,752.825456049119,0
181,"558",1765,26951,899.7,1312.02,1317.63,1475.12,1007.23682976253,899.7,895.869397327019,0
80,"556",2908,34813,1300.82,2447.1,2968.55,3173.63,1390.68615202708,1300.82,1072.32036583517,1
996,"553",1719,24957,1005.41,1692.55,1982.02,2284.08,1158.63456110433,1005.41,858.571909213832,0
420,"560",1790,60647,865.93,2965.5,3617.99,3774.58,903.408262433008,865.93,709.762994093405,0
1962,"556",1790,44177,589.08,1292.53,1076.87,1127.01,616.508075069414,589.08,707.052450527919,0
1811,"558",3675,53288,1204.57,1562.55,1888.23,2050.85,1308.31116151104,1204.57,996.806985113042,0
2281,"559",3833,37006,1151.93,2064.39,2453.28,2756.05,1294.09471258886,1151.93,969.327909044218,0
2811,"560",4216,113685,1389.69,2354.8,2347.68,2473.98,1464.45225337354,1389.69,1393.90462584339,0
3310,"552",5073,30412,3294.66,3785.25,5011.22,5303.95,3487.11729020079,3294.66,2488.63784966535,0
3710,"30",3380,77242,1271.09,2046.96,2489.21,2649.42,1352.89962188807,1271.09,1045.25949453843,0
61,"553",2195,13976,2340.77,3483.72,4578.53,4793.2,2450.51987515644,2340.77,1781.04921544688,1
974,"553",1350,32811,766.74,1513.64,1565.78,1616.13,791.395672572137,766.74,741.207790110999,0
1241,"554",2551,26803,1362.98,2141.69,2222.09,2501.32,1534.25339819719,1362.98,1313.66444932473,0
2310,"556",2238,41633,950.08,1477.79,1627.57,1744.59,1018.38941931837,950.08,862.647212224359,0
3142,"555",2029,33450,1107,1451.34,1526.74,1629.03,1181.16785438254,1107,1052.3293946579,0
3266,"557",3832,98561,1190.38,2328.49,3310.58,3559.04,1279.71836814093,1190.38,837.251456300709,0
2166,"557",1495,70967,1560.21,2071.3,2626.63,2759.5,1639.13436418529,1560.21,1230.34571789708,0
2184,"555",1606,27677,1120.14,1625.32,1820.07,1921.73,1182.70541363794,1120.14,1000.28347525095,0
3310,"553",2070,36289,730.73,1464.03,1479.32,1587.45,784.142267055134,730.73,723.177298961685,0
3310,"559",1645,63589,888.01,1417.77,1085.61,1119.26,915.53511168836,888.01,1159.71107276094,0
3310,"554",1854,69268,1744.72,2046.52,2611.91,2737.98,1828.93302816713,1744.72,1367.04724680406,0
3743,"560",3376,71055,1083,1544.78,1465.9,1536.77,1135.35842144757,1083,1141.27617163517,2
1336,"558",4834,27555,584.87,904.06,946.67,1062.92,656.691371227566,584.87,558.544764490266,0
2303,"556",2057,22383,2588.87,3275.82,3601.32,3895.83,2800.58351162907,2588.87,2354.87880093966,0
2974,"554",1207,33965,497.28,1059.68,925.73,996.72,535.414128957687,497.28,569.234734101736,0
1748,"559",1512,19450,473.88,1068.92,1008.07,1069,502.522364518337,473.88,502.484757606119,0
4028,"560",1323,17240,441.19,949.95,809.99,927.22,505.043508932209,441.19,517.424215731058,3
2737,"558",3017,46735,513.52,1017.99,914.51,953.45,535.385773802364,513.52,571.626581229292,0
625,"559",4088,131039,1979.37,2792.22,3421.08,3629.58,2100.00402346627,1979.37,1615.52389929496,0
4007,"560",1836,38836,584.35,1186.08,1044.04,1085.51,607.560791253209,584.35,663.849898471323,2
3310,"552",1266,16087,649.63,1032.98,1053.58,1164.69,718.139642646975,649.63,636.928185235103,0
2339,"554",1544,21290,609.25,1108.2,1037.67,1117.63,656.197131554348,609.25,650.660470091648,0
3227,"560",2536,37344,3112.44,3766.2,4783.68,5253.41,3418.06379615693,3112.44,2450.42969596629,0
3310,"555",1350,21562,1097.93,2193.38,2301.59,2385.67,1138.03877454282,1097.93,1046.31046511325,0
307,"553",1971,31943,734.5,1258.92,1366.21,1497.93,805.315130909597,734.5,676.818893142343,0
1327,"554",1935,31123,1132.06,1634.24,1851.55,2016.46,1232.88796284194,1132.06,999.194045205369,0
1856,"560",1514,41265,909.1,1444.54,1501.45,1559.79,944.423783009757,909.1,874.642055346498,0
2690,"558",4114,83593,1303.22,2594.17,2656.87,2763,1355.27777422305,1303.22,1272.46505376627,0
3016,"554",2114,11896,1408,1663.83,2607.2,2797.65,1510.85118134397,1408,898.539674746855,0
3062,"556",2318,61001,887.04,1374.09,1466.39,1503.26,909.343183191375,887.04,831.206427757963,0
3400,"556",2057,23190,978,1758.16,1830.89,1956.23,1044.95242204611,978,939.150074553905,0
2419,"554",2493,51009,1661.22,2942.58,3557.75,3867.72,1805.9542740215,1661.22,1373.97870777879,0
2732,"556",1514,35224,850.32,1280.82,1205.15,1274.17,899.01857395345,850.32,903.710627224827,0
2383,"553",1508,39583,1289.22,2003.27,2556.01,2872.68,1448.94445233,1289.22,1010.42474379991,0
1807,"553",7145,82890,1547.21,2396.72,3065.08,3265.07,1648.16218653347,1547.21,1209.83111409816,0
2434,"553",4058,22720,534.63,1031.17,1041.05,1187.65,609.916257144229,534.63,529.556137649489,0
3871,"560",2328,54652,1187.97,2469.65,2317.02,2507.71,1285.7395485149,1187.97,1266.22563055131,2
4107,"560",5209,162797,2123.13,2765.43,2767.54,2835.07,2174.93592472015,2123.13,2121.51130458819,3
3972,"558",1790,55120,616.94,1385.08,1326.55,1365.71,635.152182277336,616.94,644.160608495722,2
3125,"556",3633,72446,1616.52,2535.14,4618.57,4998.36,1749.44818573714,1616.52,887.310252480746,0
3684,"556",1669,23102,875.15,1578.76,1597.27,1686.78,924.192852179031,875.15,865.008304168988,0
919,"554",2479,29229,2148.32,3406.89,3986.32,4178.88,2252.09503542114,2148.32,1836.05177828172,0
860,"556",2901,70545,2335.83,3055.52,3851.82,3957.07,2399.6559595464,2335.83,1852.93582815396,0
2870,"554",3999,40671,906.22,1774.53,2057.03,2218.68,977.434548645377,906.22,781.76525213536,0
3310,"554",1702,29579,736.2,1251.21,1344.29,1421.04,778.232113606439,736.2,685.224766977364,0
902,"560",2345,75601,829.54,1483.71,1358.12,1404,857.563514269726,829.54,906.250400111919,0
230,"556",1790,47485,901.12,1280.96,1235.09,1269.22,926.021202017667,901.12,934.586690200714,0
4029,"553",1833,45457,543.73,1180.73,1292.34,1373.07,577.69576976647,543.73,496.771997229831,3
3019,"558",1259,48908,724.95,1257.12,1346.02,1396.9,752.353349133,724.95,677.069541314394,0
2192,"557",1666,39244,935.54,3319.13,4102,4316.19,984.390149341784,935.54,756.991438371526,0
3310,"554",2880,49378,1076.88,2274.62,2805.89,2972.9,1140.97721293422,1076.88,872.982471016326,0
2514,"556",6196,66173,1756.16,2416.58,3071.72,3373.27,1928.56179703879,1756.16,1381.60416079591,0
765,"557",1397,27093,850.35,1736.8,1812.77,1926.32,903.615026727053,850.35,814.713328221451,0
2509,"559",2479,21173,1174.79,3809.77,4278.85,4592.38,1260.87198667866,1174.79,1046.0006072426,0
4108,"552",730,20959,564.95,1093.33,845.89,918.39,613.371041743016,564.95,730.20934577782,3
4164,"558",1917,33444,871.74,1234.57,1170.13,1245.54,927.920008546059,871.74,919.747422764992,3
555,"557",4620,91047,2499.51,3921.48,5473.24,5804.22,2650.66138744144,2499.51,1790.8548638101,0
1642,"554",1728,29424,856.76,1691.92,1623.41,1734.98,915.641436728861,856.76,892.916379226443,0
2730,"554",2076,33324,836,1147.8,1358.93,1467.86,903.012634940725,836,706.114958092028,0
2908,"559",2397,35673,1064.71,1438.15,1457.31,1573.12,1149.32073148472,1064.71,1050.71171301919,0
986,"558",4113,121933,2814.64,4268.35,4788.18,4945.64,2907.19984829309,2814.64,2509.06788048904,0
3310,"554",1746,33804,635.77,1526.91,1546.97,1664.35,684.01054933192,635.77,627.525789575751,0
3477,"554",7181,143053,1575.6,4069.23,5227.24,5415.03,1632.20385289369,1575.6,1226.55144741776,0
3310,"559",3498,55157,434.97,988.59,937.67,937.66,434.965361161176,434.97,458.590967291265,0
2271,"554",2417,19936,1612.11,2715.07,2888.26,3069.55,1713.2987509781,1612.11,1515.44234165207,0
3310,"560",4508,70076,1737.46,2257.36,3158.79,3348.74,1841.94004679007,1737.46,1241.63768582274,0
3310,"554",1719,23782,928.14,1502.75,1767.62,2003.65,1052.07437741143,928.14,789.062346545072,0
1288,"556",3693,31997,754.93,1408.14,1518.33,1595.03,793.066064623633,754.93,700.142347315801,0
1306,"556",2397,35264,1931,3469.81,3859.24,4152.31,2077.63979695484,1931,1736.14574631275,0
3884,"553",1721,31754,865.45,1899.87,1230.19,1323.89,931.368813354035,865.45,1336.57605044749,2
167,"560",7607,126785,1738.88,3032.89,4051.22,4524.4,1941.98011265742,1738.88,1301.78853856369,0
566,"554",4343,45316,1789.52,3996.34,5367.84,5590.85,1863.8666376047,1789.52,1332.29201257862,0
3940,"554",1875,25051,488.68,902.74,933.62,1023.8,535.8824618153,488.68,472.516637604164,2
3310,"558",3669,82027,1208.7,2473.39,2621.09,2735.79,1261.59321999626,1208.7,1140.58902708415,0
3775,"556",1335,23140,641.23,1122.55,932.9,982.23,675.137038160575,641.23,771.586168399614,2
547,"558",2462,43902,713.31,1208.8,1223.72,1321.33,770.207157111104,713.31,704.613087961298,0
1470,"555",1697,49444,1126.17,1803.4,2265.62,2466.46,1226.00138513961,1126.17,896.414658239246,0
2428,"558",1830,27430,823.01,1141,1212.58,1278.78,867.941684507414,823.01,774.426767718419,0
2652,"559",2238,63648,1335.99,2620.01,3162.76,3490.87,1474.58783192528,1335.99,1106.72550553947,0
460,"556",3555,73026,1037.14,1637.4,1890.44,2141.45,1174.85001005057,1037.14,898.316284039695,0
1429,"553",1669,28895,499.05,1031.88,1000.11,1063.96,530.910837807841,499.05,514.903074661787,0
285,"553",1989,23701,578.99,1184.35,1209.69,1351.27,646.753976059982,578.99,566.861598012714,0
2401,"554",4281,105465,2412.12,3760.16,5041.44,5345.74,2557.71493240027,2412.12,1799.08064743407,0
2503,"558",2121,43705,1104.88,1985.83,2654.53,3004.48,1250.53770814419,1104.88,826.55078315182,0
1820,"557",1935,28907,554.05,982.27,892.44,958.96,595.347348841379,554.05,609.818804065259,0
1049,"559",2263,33249,715.27,1286.26,1227.82,1318.72,768.224051082406,715.27,749.314386636478,0
201,"557",3338,30987,575.51,1117.67,1161.59,1252.49,620.546423350752,575.51,553.749827133498,0
1274,"560",2263,29279,1044.65,1939.65,2008.87,2109.91,1097.19269116468,1044.65,1008.65430440994,0
1890,"552",1431,8612,422.29,1414.13,2108.79,2543.38,509.317637223242,422.29,283.182753000536,0
1760,"555",1460,24970,494.59,973.61,788.89,842.18,527.999855746682,494.59,610.399130296999,0
2679,"558",1789,12629,1273.96,1816.81,2122.68,2405.13,1443.476838148,1273.96,1090.3872781578,0
69,"560",2484,87788,1692.02,2054.22,2408.98,2474.11,1737.76602636801,1692.02,1442.84357877608,1
1943,"554",2321,91768,1475.07,2102.94,2493.75,2595.67,1535.35636968421,1475.07,1243.90324042105,0
3310,"554",3308,20703,1576.65,2622.58,3311.35,3620.48,1723.83764688118,1576.65,1248.70241955698,0
3310,"553",1842,48352,904.85,1271.72,1257.56,1350.77,971.917232179777,904.85,915.038520627246,0
1165,"558",1688,41577,948.9,1954.6,2058.49,2244.82,1034.79234681733,948.9,901.009934466526,0
3310,"560",3870,31123,944.74,1872.37,1937.46,2116.25,1031.92118805033,944.74,913.000956819754,0
2443,"554",2397,35264,1171.43,2312.23,2462.65,2718.19,1292.98491937547,1171.43,1099.87841914198,0
3897,"554",1606,26212,930.19,1623.35,1518.48,1639.45,1004.29376448817,930.19,994.431231560508,2
3294,"30",2057,17408,1276.66,3786.76,4888.36,5182.03,1353.35581254245,1276.66,988.962560367894,0
1884,"560",2935,28624,1106.68,2392.63,2597.45,2821.21,1202.01608608443,1106.68,1019.41356653641,0
3685,"555",1876,37661,1069.7,1645.9,1671.79,1785.01,1142.14416703055,1069.7,1053.13420345857,0
3310,"556",2555,37006,836.25,1890.73,1741.18,1906.31,915.55826364879,836.25,908.075536417832,0
3310,"552",2113,31419,675.53,1205.39,1184.33,1275.39,727.469714268827,675.53,687.542413600939,0
3310,"553",1645,69510,980.59,1703.87,1897.68,1972.57,1019.28798127187,980.59,880.442373477088,0
626,"555",1600,13486,376.13,952.04,915.55,1014.75,416.883750204795,376.13,391.120971219486,0
1583,"558",1645,49090,483.57,1114.2,930.01,961.51,499.948807754755,483.57,579.341828582488,0
3310,"560",1440,18254,420.9,911.11,800.71,858.48,451.267290279877,420.9,478.932695982316,0
3310,"556",1623,21990,997.05,1542.67,1675.88,1800.79,1071.36410094995,997.05,917.797887378571,0
2799,"553",1600,17828,1380.52,2353.6,2792.08,3097.17,1531.36913283287,1380.52,1163.71732615111,0
3969,"554",3555,106082,2038.13,3272.24,3350.05,3576.82,2176.09413190848,2038.13,1990.7913348159,2
3750,"552",1749,24093,864.53,1382.96,1119.21,1259.78,973.112823688137,864.53,1068.26280036812,2
2532,"554",4068,55608,1668.07,3093.11,4129.15,4402.67,1778.56501868423,1668.07,1249.53658687623,0
1308,"556",2901,43464,1596.84,2135.25,2407.63,2543.39,1686.88165856049,1596.84,1416.18629523639,0
157,"554",5240,122272,1447.95,3260.44,3311.72,3446.12,1506.71235913664,1447.95,1425.52936178179,0
808,"556",5878,95110,2210.32,3376.14,3908.56,4332.56,2450.09518062918,2210.32,1909.23249605993,0
2552,"560",2901,75299,2589.26,2924.66,3567.76,3750.47,2721.85964083907,2589.26,2122.53771318699,0
1812,"30",1654,22144,742.72,1356.96,1534.93,1647.4,797.141842298997,742.72,656.604099991531,0
336,"557",3240,84092,2035.92,3726.27,4075.09,4296.04,2146.30689305021,2035.92,1861.64909692792,0
3814,"553",2448,78108,1487.36,2026.1,1929.99,2038.33,1570.85296234695,1487.36,1561.42782915974,2
1077,"556",2901,39315,861.74,1392.14,1538.3,1615.38,904.919431320289,861.74,779.862655918871,0
3310,"554",3507,67285,1876.85,2389.72,3397.97,3689.4,2037.81975414733,1876.85,1319.94866994117,0
1917,"558",4348,26906,2043.87,2759.87,4131.15,4491.96,2222.37930968374,2043.87,1365.43468450674,0
672,"558",3925,26332,1290.47,1692.9,1957.72,2055.36,1354.83134421674,1290.47,1115.90864015283,0
349,"560",3852,54817,946.12,2029.1,2107.28,2398.65,1076.93839356896,946.12,911.018987509965,0
3568,"552",1716,21266,690.1,1338.74,1262.38,1387.36,758.422294396299,690.1,731.843402145154,0
3290,"554",1896,23550,1289.3,3863.77,4857.69,5158.14,1369.04370225354,1289.3,1025.4994989388,0
1535,"30",2652,31937,1076.48,1941.78,2072.15,2207.39,1146.73705436382,1076.48,1008.75290611201,0
792,"560",1904,16566,1137.83,3828.58,4049.69,4363.34,1225.95535761997,1137.83,1075.70534569313,0
3438,"554",1773,27907,779.09,1237.22,1232.59,1314.09,830.60415718122,779.09,782.016509788332,0
1651,"557",2858,55254,558.04,1313.91,1233.59,1290.44,583.757275593998,558.04,594.374416459277,0
3952,"553",4043,97999,2298.91,4112.58,3866.54,4119.71,2449.43606327621,2298.91,2445.196813637,2
3310,"554",2652,58814,829.36,1560.08,1667.46,1773,881.853405778849,829.36,775.951416405791,0
2671,"556",2070,36289,815.6,1420.25,1517.22,1620.44,871.087162046374,815.6,763.472601204835,0
1219,"554",1746,60099,858.15,1686.83,1856.78,1953.58,902.888159609647,858.15,779.604026594427,0
524,"552",2634,36717,1633.06,2103.94,2027.65,2180.26,1755.9713932878,1633.06,1694.50361571277,0
3310,"559",4876,195078,2005.18,2926.14,3316.32,3316.32,2005.18,2005.18,1769.26153242148,0
4034,"552",1904,36351,687.58,931.84,961.28,949.26,678.982388898136,687.58,666.522290279627,3
2151,"552",1618,33277,1127.16,1279.35,1878.12,2231.49,1339.23618746406,1127.16,767.806181713628,0
1079,"558",1399,50478,618.65,1034.71,961.42,1013.84,652.380973975994,618.65,665.810302989328,0
2825,"559",1688,50895,1255.24,1654.85,1718.83,1778.55,1298.85276728938,1255.24,1208.51620811831,0
851,"553",1223,17688,595.25,1201.32,1422.39,1659.05,694.288846589191,595.25,502.735346845802,0
1256,"552",864,24886,1001.09,1774.21,1439.37,1536.48,1068.63055586819,1001.09,1233.9731194203,0
3582,"554",2089,12112,569.24,1170.94,1070.64,1226.01,651.847429948442,569.24,622.567703056116,0
3310,"556",2044,35707,1099.99,1679.87,1826.98,1956.66,1178.06786795696,1099.99,1011.41785969195,0
3310,"552",4924,51624,1668.28,1811.82,2448.11,2746.32,1871.49708534339,1668.28,1234.67616634873,0
1755,"557",2536,31118,774.22,1204.51,1188.14,1275.73,831.295706398236,774.22,784.887077448785,0
1378,"553",1280,21101,526.52,1422.3,1343.78,1437.05,563.065059756805,526.52,557.285713435235,0
